event_id,device_id,timestamp,longitude,latitude,city,state,gender,age,new_group,phone_brand,device_model
555342,-1462340347197089536,2016-05-05 16:22:10,77.27436800000002,28.70665300000001,Delhi,Delhi,M,49,"(40, 50]",HTC,Desire 816
1385747,-6886337938744197120,2016-05-02 09:58:19,72.84996199999998,18.970121,Mumbai,Maharashtra,F,23,"(20, 30]",Meizu,MX4
2145072,24691631289827220,2016-05-01 08:11:45,72.88210199999997,19.027528,Mumbai,Maharashtra,F,28,"(20, 30]",vivo,X5Pro
129256,-6537526913522525184,2016-05-01 11:07:50,77.001926,28.77745800000001,Bahadurgarh,Haryana,F,29,"(20, 30]",Samsung,S960
1005642,-7348731608769954816,2016-05-03 07:45:27,78.239038,11.72142,Salem,TamilNadu,M,40,"(30, 40]",Huawei,G7 Plus
943363,-2716781476240765952,2016-05-06 00:14:52,77.602627,13.054941,Bangalore,Karnataka,M,33,"(30, 40]",Xiaomi,红米1S
1639631,1079554537811589,2016-05-06 08:25:02,86.665353,26.217722,Supaul,Bihar,M,64,"(60, 70]",Huawei,C8813Q
1178844,-16274579780110456,2016-05-03 14:42:55,73.92591900000002,18.581989,Pune,Maharashtra,M,27,"(20, 30]",Samsung,Galaxy Core Prime
2365339,165132475381898272,2016-05-06 23:08:41,72.90773100000001,18.990689,Mumbai,Maharashtra,M,50,"(40, 50]",Samsung,Galaxy Note 2
1242584,-15757824106214834,2016-05-05 21:51:16,88.40621999999998,22.626918,Calcutta,WestBengal,M,34,"(30, 40]",vivo,X5SL
1089488,280156430165755264,2016-05-06 12:16:42,77.03106,29.436384000000004,Panipat,Haryana,M,30,"(20, 30]",Samsung,Galaxy S2
1061830,770600431727583744,2016-05-06 10:40:26,87.80514000000002,21.828305,Contai,WestBengal,F,21,"(20, 30]",Samsung,Galaxy S4
697085,171170060823245024,2016-05-03 23:21:24,77.63558,13.006084,Bangalore,Karnataka,M,31,"(30, 40]",Samsung,乐檬K3 Note
728833,236977955407185,2016-05-04 08:05:04,72.90256099999998,19.054907,Mumbai,Maharashtra,M,28,"(20, 30]",Samsung,Galaxy S4
1065751,-172861220171778816,2016-05-07 13:01:51,86.754986,24.538882,Devghar,Jharkhand,M,33,"(30, 40]",Nubia,Z5S Mini
3173510,-28593019217789940,2016-05-01 17:11:06,77.643704,13.063104,Bangalore,Karnataka,F,40,"(30, 40]",Samsung,Galaxy S6
2260489,-468366469305259072,2016-05-05 09:34:48,80.36281699999998,13.173924,Chennai,TamilNadu,M,43,"(40, 50]",Samsung,Galaxy Note 2
2627481,-1758943294156535040,2016-05-06 22:11:19,78.49956,25.763434,Datia,MadhyaPradesh,M,28,"(20, 30]",Xiaomi,红米3
2000823,-548549229804626560,2016-05-07 15:48:52,79.22026199999998,18.506788,Karimnagar,AndhraPradesh,M,41,"(40, 50]",OPPO,A33
1623345,-26393582122790144,2016-05-02 22:20:02,88.44309399999999,22.608837,Calcutta,WestBengal,M,31,"(30, 40]",Meizu,魅蓝metal
3134245,-776379185657270,2016-05-02 07:59:28,87.360187,23.568091,Durgapur,WestBengal,M,24,"(20, 30]",HTC,Sensation Z710E
2133640,-3255633678780918,2016-05-04 21:54:21,77.824467,23.605951,Vidisha,MadhyaPradesh,M,27,"(20, 30]",Xiaomi,红米note增强版
1682661,706659152373228672,2016-05-02 20:34:33,77.286305,28.75504,Delhi,Delhi,M,47,"(40, 50]",OPPO,R2010
2678808,-39272866465920704,2016-05-04 20:29:43,75.61836600000002,32.439865000000005,Kathua,JammuandKashmir,M,57,"(50, 60]",Meizu,魅蓝NOTE
2140407,-62802143198350344,2016-05-04 02:06:23,72.9156,19.008323,Mumbai,Maharashtra,M,24,"(20, 30]",Samsung,Galaxy Trend DUOS
3197732,-509541507573758016,2016-05-02 12:01:28,72.84044499999997,19.019585,Mumbai,Maharashtra,F,27,"(20, 30]",vivo,X5SL
2983417,-1116276721014859904,2016-05-02 22:28:03,69.67754799999999,21.72991,Porbandar,Gujarat,M,26,"(20, 30]",Xiaomi,红米Note2
2147538,-13713695764966852,2016-05-05 09:50:35,72.88384599999998,19.00917,Mumbai,Maharashtra,M,25,"(20, 30]",普耐尔,MOMO9
2039750,-3451787762860180480,2016-05-07 09:13:21,74.963796,24.537876,Nimach,MadhyaPradesh,M,28,"(20, 30]",Meizu,MX5
54973,419885172081269696,2016-05-01 19:04:08,78.136015,18.733161,Nizamabad,AndhraPradesh,M,23,"(20, 30]",Meizu,MX4 Pro
2767448,-800073961455076608,2016-05-03 00:41:35,73.905103,29.997099,Ganganagar,Rajasthan,M,32,"(30, 40]",OPPO,R7
175344,-533470285583613440,2016-05-04 12:55:59,75.9122,22.731945,Indore,MadhyaPradesh,F,38,"(30, 40]",Xiaomi,红米note
1749055,-3264766861537503,2016-05-04 14:48:34,72.856499,18.99716,Mumbai,Maharashtra,M,28,"(20, 30]",Xiaomi,S6
766818,51094347693182776,2016-05-06 11:07:26,77.23920899999997,28.721406,Delhi,Delhi,M,36,"(30, 40]",Xiaomi,MI 4
514505,-10916837702202496,2016-05-01 19:37:52,77.74765099999998,22.788127,Hoshangabad,MadhyaPradesh,F,23,"(20, 30]",Huawei,Ascend P6
2556158,-279317695185245376,2016-05-04 14:19:44,78.608026,17.546913,Sikandarabad,AndhraPradesh,M,28,"(20, 30]",Xiaomi,红米2
2940611,-4557803296121562112,2016-05-04 11:34:51,72.91795699999999,18.997876,Mumbai,Maharashtra,F,30,"(20, 30]",vivo,X5Pro
2664572,11709807658213056,2016-05-06 15:15:39,80.562952,28.113622,GolaGokarannath,UttarPradesh,M,29,"(20, 30]",Samsung,Galaxy Note 2
563967,303628037574308224,2016-05-02 23:54:18,75.915643,22.810867,Indore,MadhyaPradesh,M,24,"(20, 30]",Xiaomi,红米note
2681117,73794811718612800,2016-05-05 21:17:27,88.44726800000002,22.634299,Calcutta,WestBengal,F,21,"(20, 30]",OPPO,R7s
2489398,-245720156210362528,2016-05-05 21:13:07,88.41598499999998,22.583343,Calcutta,WestBengal,M,34,"(30, 40]",Samsung,Galaxy S4
2076962,413037858844444416,2016-05-03 09:50:52,75.84022399999998,26.960508,Jaipur,Rajasthan,F,26,"(20, 30]",Huawei,荣耀7
2497818,226579618488725024,2016-05-01 08:37:47,75.887711,26.990456,Jaipur,Rajasthan,F,40,"(30, 40]",Huawei,荣耀6
405769,419523816160703488,2016-05-03 08:24:02,75.899023,26.959949,Jaipur,Rajasthan,M,19,"(10, 20]",vivo,Xplay3S
1442057,-28985481781029024,2016-05-02 02:01:37,79.54173399999998,28.246058,Faridpur,UttarPradesh,F,41,"(40, 50]",Huawei,Ascend P6
729586,5257944039436167168,2016-05-07 08:15:49,74.801476,20.928312,Dhule,Maharashtra,F,26,"(20, 30]",Huawei,荣耀3X畅玩版
2932756,-852444086777364992,2016-05-05 06:06:26,72.830007,19.010811,Mumbai,Maharashtra,F,53,"(50, 60]",Samsung,A500
1956063,237767835584813856,2016-05-07 01:15:39,83.379038,17.790249,Visakhapatnam,AndhraPradesh,F,35,"(30, 40]",Samsung,Galaxy S4
2429159,-200977862164663392,2016-05-01 14:14:30,75.891763,22.74392000000001,Indore,MadhyaPradesh,F,22,"(20, 30]",Samsung,Galaxy Ace 3
2305099,8614548572474042368,2016-05-06 04:06:01,77.30511299999998,28.69804700000001,Delhi,Delhi,M,49,"(40, 50]",OPPO,R2017
418141,-1390304830684431616,2016-05-01 15:02:37,75.846789,26.987264000000003,Jaipur,Rajasthan,M,26,"(20, 30]",vivo,X5SL
1410577,4373802618472146,2016-05-03 21:43:07,80.298468,13.080917,Nerkunram,TamilNadu,M,23,"(20, 30]",OPPO,R7
271076,127432819487013968,2016-05-03 07:37:31,73.139842,21.172943,Bardoli,Gujarat,F,28,"(20, 30]",Xiaomi,红米note
2764984,-8239378295880576000,2016-05-05 22:29:07,88.184697,22.496087,Pujali,WestBengal,M,26,"(20, 30]",Samsung,Galaxy A5
2728863,-18841358946420116,2016-05-06 14:15:34,75.86479399999997,26.96379300000001,Jaipur,Rajasthan,F,30,"(20, 30]",Xiaomi,MI 3
1690855,-4598492899548979,2016-05-04 23:17:49,72.90422199999998,19.012112,Mumbai,Maharashtra,M,23,"(20, 30]",vivo,Xperia Z2
1166974,5811642035826809,2016-05-05 01:19:40,72.90768,18.984758,Mumbai,Maharashtra,M,37,"(30, 40]",Meizu,MX2
3080267,-422412802577587520,2016-05-06 22:16:01,78.552063,17.453049,Hyderabad,Telangana,F,22,"(20, 30]",Meizu,魅蓝Note 2
1814206,2212221816757788672,2016-05-07 22:26:49,87.750916,22.700336,Ghatal,WestBengal,M,33,"(30, 40]",vivo,Y628
2148094,666270171777969280,2016-05-07 09:47:03,75.89107800000002,22.768653,Indore,MadhyaPradesh,M,20,"(10, 20]",Samsung,Galaxy S4
231255,-2100948313979902208,2016-05-05 17:09:58,77.031554,10.764882,Pollachi,TamilNadu,F,43,"(40, 50]",Samsung,S60t
3180115,-333661782897496896,2016-05-03 19:13:01,78.14106000000002,9.551846,Aruppukkottai,TamilNadu,F,24,"(20, 30]",Samsung,A788t
263673,-537512781653570752,2016-05-06 21:08:30,72.762445,20.057189,Dahanu,Maharashtra,M,27,"(20, 30]",Huawei,荣耀4A
1864906,-2990948223816274,2016-05-06 22:17:45,88.424996,22.608716,Calcutta,WestBengal,M,31,"(30, 40]",Samsung,Galaxy Trend 3
2421959,-5372984193028001,2016-05-06 09:42:57,72.43693499999998,23.969764,Siddhapur,Gujarat,M,20,"(10, 20]",OPPO,R7 Plus
2105194,70239509144840264,2016-05-05 08:06:17,80.540122,26.582177,Unnao,UttarPradesh,M,30,"(20, 30]",波导,L9
2221641,-4593843222456677,2016-05-05 21:06:09,88.00743,26.154415,Kishanganj,Bihar,F,36,"(30, 40]",Samsung,Galaxy Note 3
815747,991251404498255744,2016-05-01 12:32:22,73.899939,18.582829,Pune,Maharashtra,M,24,"(20, 30]",Xiaomi,E7
1424484,1910762255583389952,2016-05-01 12:49:44,79.5127,19.073155,Belampalli,AndhraPradesh,M,35,"(30, 40]",Meizu,MX2
859478,732362655712587264,2016-05-05 18:04:02,75.89810200000002,26.981071000000004,Jaipur,Rajasthan,M,27,"(20, 30]",Coolpad,9190l
408717,19142393772863132,2016-05-05 10:29:56,75.850319,27.003850000000003,Jaipur,Rajasthan,M,22,"(20, 30]",Meizu,MX2
759021,202707422679230848,2016-05-03 03:03:34,77.489192,27.839851,KosiKalan,UttarPradesh,F,51,"(50, 60]",Samsung,Galaxy S4 Zoom
2557945,-89590869876799408,2016-05-06 15:06:01,76.17831600000002,24.687205,Jhalawar,Rajasthan,F,24,"(20, 30]",Meizu,MX5
939521,-5451949353613852672,2016-05-06 21:21:56,77.229586,28.685333,Delhi,Delhi,F,26,"(20, 30]",Samsung,Galaxy Core Lite
821757,-9086137694774886400,2016-05-06 15:59:48,75.09673799999999,24.108457,Mandsaur,MadhyaPradesh,M,36,"(30, 40]",Samsung,Galaxy S5
2747599,-2309179041716302,2016-05-04 12:41:18,80.143569,27.509541,Hardoi,UttarPradesh,F,20,"(10, 20]",Huawei,Ascend G7
1075719,-30847655223311148,2016-05-07 22:39:59,75.89890600000003,30.608495,MalerKotla,Punjab,M,30,"(20, 30]",vivo,Y928
55786,76368624506519920,2016-05-06 18:57:43,86.635746,25.97546,Saharsa,Bihar,F,30,"(20, 30]",Samsung,Galaxy Win
3045226,-1112782029313838720,2016-05-06 06:03:03,79.909801,10.94968,Karaikal,Pondicherry,F,47,"(40, 50]",Samsung,Galaxy S5
1299784,-136282184772490960,2016-05-03 23:56:34,76.99762899999998,10.996744,Kurichi,TamilNadu,M,34,"(30, 40]",Huawei,荣耀畅玩4
469558,700156737670276608,2016-05-03 18:58:02,79.20311,18.491825,Karimnagar,AndhraPradesh,M,32,"(30, 40]",Xiaomi,MI 4
642941,8492297012485123,2016-05-05 19:17:54,83.310946,17.753248000000006,Visakhapatnam,AndhraPradesh,M,27,"(20, 30]",Xiaomi,note顶配版
930455,1875746718602196736,2016-05-01 15:42:46,77.59503199999997,13.019147,Bangalore,Karnataka,M,23,"(20, 30]",Samsung,Galaxy S3 Neo+
1154878,26488098206550164,2016-05-06 17:30:27,72.850652,18.997404,Mumbai,Maharashtra,M,27,"(20, 30]",HTC,Desire 816
2028615,-2891492023440412672,2016-05-07 16:31:19,77.636718,13.050909,Bangalore,Karnataka,M,40,"(30, 40]",LeEco,超级手机1s
1528288,-2385668677718319,2016-05-05 21:18:47,77.302714,28.694918,Delhi,Delhi,F,26,"(20, 30]",Xiaomi,MI 4
1627813,2111248373247544064,2016-05-05 01:17:09,78.54416599999998,17.496648,Sikandarabad,AndhraPradesh,M,26,"(20, 30]",Meizu,MX4
1812931,-2172641233597455872,2016-05-07 21:47:12,75.88427,22.799558,Indore,MadhyaPradesh,M,28,"(20, 30]",Huawei,荣耀3C
552617,-4871454957814644,2016-05-04 14:03:27,75.88079,22.79534,Indore,MadhyaPradesh,M,39,"(30, 40]",Xiaomi,红米
335431,-150345202253366112,2016-05-03 01:00:31,77.60904500000002,12.99903,Bangalore,Karnataka,M,23,"(20, 30]",Xiaomi,红米
2885853,-34779641846092840,2016-05-06 17:56:38,83.37774499999998,17.759207,Visakhapatnam,AndhraPradesh,F,38,"(30, 40]",OPPO,R6007
3078973,-6552729385743211,2016-05-07 21:41:38,78.487472,17.338946999999994,Rajendranagar,AndhraPradesh,M,28,"(20, 30]",vivo,X3T
3099417,69137287052145104,2016-05-01 13:19:39,77.583315,13.000586,Bangalore,Karnataka,F,34,"(30, 40]",Xiaomi,红米note
369013,-6822846597800440832,2016-05-02 23:19:24,88.397726,22.605248,Calcutta,WestBengal,M,26,"(20, 30]",Xiaomi,MI 3
2240531,-372294427842896576,2016-05-04 15:35:07,72.840848,19.019013,Mumbai,Maharashtra,M,65,"(60, 70]",LeEco,超级手机1s
2093373,2267531902883473,2016-05-07 21:26:28,75.819181,26.952797,Jaipur,Rajasthan,F,20,"(10, 20]",Xiaomi,红米note
222322,-349261232872509632,2016-05-01 10:13:22,88.42473000000004,22.638871,Calcutta,WestBengal,M,29,"(20, 30]",Xiaomi,note顶配版
2124676,-715643433088025216,2016-05-05 23:24:04,78.53652000000002,17.467964000000002,Hyderabad,Telangana,M,34,"(30, 40]",OPPO,R1S
1980748,67374767746444376,2016-05-05 22:37:50,74.519307,30.273474,Malaut,Punjab,F,25,"(20, 30]",Xiaomi,红米note
561692,-5960577925261944832,2016-05-03 21:20:17,75.952169,22.746819,Indore,MadhyaPradesh,M,27,"(20, 30]",Samsung,Galaxy Grand Prime
1437515,105387424403700736,2016-05-07 21:05:53,79.126138,13.255346,Chittur,AndhraPradesh,M,39,"(30, 40]",Xiaomi,MI One Plus
2219894,-49245218028184240,2016-05-04 20:46:05,75.287918,12.851041,Puttur,Karnataka,M,35,"(30, 40]",Xiaomi,MI 2S
781544,-1960592560583637760,2016-05-02 00:27:33,78.570227,17.438872999999994,Hyderabad,Telangana,M,63,"(60, 70]",Huawei,荣耀4A
68747,15335113454814580,2016-05-06 05:47:59,79.17324099999998,10.837001,Thanjavur,TamilNadu,F,26,"(20, 30]",Samsung,Galaxy S3
1471583,-15074501141395460,2016-05-05 08:40:22,81.414423,21.226964,Bhilai,Chhattisgarh,M,34,"(30, 40]",Xiaomi,红米note
2068266,253204182511447424,2016-05-05 12:50:31,73.392101,18.815172,Khopoli,Maharashtra,F,40,"(30, 40]",OPPO,R1S
3246808,-3003842347397147136,2016-05-04 20:48:42,85.46767600000003,23.704229,Saunda,Jharkhand,F,27,"(20, 30]",Samsung,Galaxy S6 Edge+
1543195,-4305059028914264064,2016-05-06 16:33:56,75.096649,21.118441,Amalner,Maharashtra,F,29,"(20, 30]",Samsung,Galaxy Win Pro
3160971,-655723219047238272,2016-05-02 22:06:16,79.16964300000002,13.016346,Velluru,TamilNadu,M,44,"(40, 50]",OPPO,Find 7
2327839,-10921209505243262,2016-05-02 12:12:18,77.369649,8.978064000000002,Tenkasi,TamilNadu,M,23,"(20, 30]",Huawei,B199
597220,-22504238588335712,2016-05-01 08:03:14,72.833405,19.020057,Mumbai,Maharashtra,M,37,"(30, 40]",Samsung,Galaxy Win
3161413,5766766555788121,2016-05-03 22:23:36,87.01869500000002,25.302311000000003,Bhagalpur,Bihar,M,45,"(40, 50]",Samsung,Galaxy Note 2
428447,-440937049147632448,2016-05-02 19:55:48,74.59020100000002,18.204352,Baramati,Maharashtra,M,42,"(40, 50]",Coolpad,8721
2866684,-9869566168812668,2016-05-01 23:11:22,85.06654,24.891077,Gaya,Bihar,M,42,"(40, 50]",Xiaomi,MI 3
3071714,198590848899735136,2016-05-05 17:11:50,88.395612,22.636272,Calcutta,WestBengal,M,25,"(20, 30]",one plus,One
1585728,-5110929110961715200,2016-05-06 17:36:54,78.50537,17.472023999999998,Hyderabad,Telangana,F,27,"(20, 30]",美图,M4
